FacilityID,Name,FacilityType,Town,State,Latitude,Longitude,Traveller_Need,Available
521,Lions Park,Park or reserve,Capella,QLD,-23.08501716,148.0225418,Caravan support,TRUE
522,Amaroo Park,Park or reserve,Capella,QLD,-23.0842006,148.0255162,24-hour access,TRUE
522,Amaroo Park,Park or reserve,Capella,QLD,-23.0842006,148.0255162,Accessible access,TRUE
525,Carbeen Street Sports Complex,Sporting facility,Tieri,QLD,-23.03477084,148.3405004,24-hour access,TRUE
525,Carbeen Street Sports Complex,Sporting facility,Tieri,QLD,-23.03477084,148.3405004,Accessible access,TRUE
525,Carbeen Street Sports Complex,Sporting facility,Tieri,QLD,-23.03477084,148.3405004,Caravan support,TRUE
526,Sports Oval,Sporting facility,Tieri,QLD,-23.03604942,148.350916,24-hour access,TRUE
527,Heritage Park,Park or reserve,Balranald,NSW,-34.640335,143.56491575,24-hour access,TRUE
527,Heritage Park,Park or reserve,Balranald,NSW,-34.640335,143.56491575,Accessible access,TRUE
527,Heritage Park,Park or reserve,Balranald,NSW,-34.640335,143.56491575,Caravan support,TRUE
528,Senior Citizens Centre,Shopping centre,Balranald,NSW,-34.63927895,143.5622796,24-hour access,TRUE
529,Greenham Park,Park or reserve,Balranald,NSW,-34.63510121,143.5625919,24-hour access,TRUE
530,Balranald Lions Park,Park or reserve,Balranald,NSW,-34.63300635,143.5549432,24-hour access,TRUE
530,Balranald Lions Park,Park or reserve,Balranald,NSW,-34.63300635,143.5549432,Accessible access,TRUE
530,Balranald Lions Park,Park or reserve,Balranald,NSW,-34.63300635,143.5549432,Family support,TRUE
530,Balranald Lions Park,Park or reserve,Balranald,NSW,-34.63300635,143.5549432,Caravan support,TRUE
531,Tower Park,Park or reserve,Euston,NSW,-34.57760608,142.7446026,24-hour access,TRUE
531,Tower Park,Park or reserve,Euston,NSW,-34.57760608,142.7446026,Accessible access,TRUE
532,Euston Recreation Reserve,Park or reserve,Euston,NSW,-34.57525848,142.7381466,24-hour access,TRUE
533,Benanee Lake,Park or reserve,Euston,NSW,-34.52090056,142.87785311,24-hour access,TRUE
536,Bronte Park - North,Park or reserve,Bronte,NSW,-33.90348423,151.26787043,Accessible access,TRUE
537,Tamarama Park,Park or reserve,Tamarama,NSW,-33.8998924,151.26934052,Accessible access,TRUE
537,Tamarama Park,Park or reserve,Tamarama,NSW,-33.8998924,151.26934052,Family support,TRUE
537,Tamarama Park,Park or reserve,Tamarama,NSW,-33.8998924,151.26934052,Caravan support,TRUE
539,South Bondi Park,Park or reserve,Bondi Beach,NSW,-33.894181,151.273677,Accessible access,TRUE
540,Bondi Pavilion,Beach,Bondi Beach,NSW,-33.8903825,151.2769578,Accessible access,TRUE
541,North Bondi Beach,Beach,Bondi Beach,NSW,-33.88999867,151.28070295,Accessible access,TRUE
541,North Bondi Beach,Beach,Bondi Beach,NSW,-33.88999867,151.28070295,Family support,TRUE
542,Waverley Park,Sporting facility,Bondi Junction,NSW,-33.89399547,151.25785275,Accessible access,TRUE
542,Waverley Park,Sporting facility,Bondi Junction,NSW,-33.89399547,151.25785275,Family support,TRUE
543,Caramut,Other,Caramut,VIC,-37.95817675,142.51851482,24-hour access,TRUE
544,Hawkesdale,Sporting facility,Hawkesdale,VIC,-38.10469281,142.32165043,24-hour access,TRUE
544,Hawkesdale,Sporting facility,Hawkesdale,VIC,-38.10469281,142.32165043,Accessible access,TRUE
544,Hawkesdale,Sporting facility,Hawkesdale,VIC,-38.10469281,142.32165043,Family support,TRUE
544,Hawkesdale,Sporting facility,Hawkesdale,VIC,-38.10469281,142.32165043,Caravan support,TRUE
546,Macarthur,Other,Macarthur,VIC,-38.03359491,142.00070108,24-hour access,TRUE
546,Macarthur,Other,Macarthur,VIC,-38.03359491,142.00070108,Accessible access,TRUE
547,Market Square Mortlake,Park or reserve,Mortlake,VIC,-38.08084541,142.8082657,24-hour access,TRUE
547,Market Square Mortlake,Park or reserve,Mortlake,VIC,-38.08084541,142.8082657,Accessible access,TRUE
547,Market Square Mortlake,Park or reserve,Mortlake,VIC,-38.08084541,142.8082657,Family support,TRUE
548,Mortlake Tea Tree Lake,Park or reserve,Mortlake,VIC,-38.08245107,142.80873017,24-hour access,TRUE
548,Mortlake Tea Tree Lake,Park or reserve,Mortlake,VIC,-38.08245107,142.80873017,Accessible access,TRUE
548,Mortlake Tea Tree Lake,Park or reserve,Mortlake,VIC,-38.08245107,142.80873017,Family support,TRUE
549,Nullawarre,Park or reserve,Nullawarre,VIC,-38.46761397,142.7457699,24-hour access,TRUE
549,Nullawarre,Park or reserve,Nullawarre,VIC,-38.46761397,142.7457699,Accessible access,TRUE
549,Nullawarre,Park or reserve,Nullawarre,VIC,-38.46761397,142.7457699,Family support,TRUE
550,Peterborough,Park or reserve,Peterborough,VIC,-38.60781045,142.87945583,24-hour access,TRUE
550,Peterborough,Park or reserve,Peterborough,VIC,-38.60781045,142.87945583,Accessible access,TRUE
550,Peterborough,Park or reserve,Peterborough,VIC,-38.60781045,142.87945583,Family support,TRUE
550,Peterborough,Park or reserve,Peterborough,VIC,-38.60781045,142.87945583,Caravan support,TRUE
551,Ocean Drive Port Fairy,Other,Port Fairy,VIC,-38.391283,142.230628,24-hour access,TRUE
551,Ocean Drive Port Fairy,Other,Port Fairy,VIC,-38.391283,142.230628,Accessible access,TRUE
551,Ocean Drive Port Fairy,Other,Port Fairy,VIC,-38.391283,142.230628,Caravan support,TRUE
552,King George Square - Bait Shed,Other,Port Fairy,VIC,-38.3876489,142.24080234,24-hour access,TRUE
552,King George Square - Bait Shed,Other,Port Fairy,VIC,-38.3876489,142.24080234,Accessible access,TRUE
552,King George Square - Bait Shed,Other,Port Fairy,VIC,-38.3876489,142.24080234,Family support,TRUE
553,Port Fairy East Beach,Beach,Port Fairy,VIC,-38.37899673,142.2443015,24-hour access,TRUE
553,Port Fairy East Beach,Beach,Port Fairy,VIC,-38.37899673,142.2443015,Accessible access,TRUE
553,Port Fairy East Beach,Beach,Port Fairy,VIC,-38.37899673,142.2443015,Caravan support,TRUE
554,Sackville Street,Other,Port Fairy,VIC,-38.38308914,142.23715384,24-hour access,TRUE
554,Sackville Street,Other,Port Fairy,VIC,-38.38308914,142.23715384,Accessible access,TRUE
554,Sackville Street,Other,Port Fairy,VIC,-38.38308914,142.23715384,Family support,TRUE
555,Rogers Place,Park or reserve,Port Fairy,VIC,-38.3860586,142.24262668,24-hour access,TRUE
555,Rogers Place,Park or reserve,Port Fairy,VIC,-38.3860586,142.24262668,Accessible access,TRUE
555,Rogers Place,Park or reserve,Port Fairy,VIC,-38.3860586,142.24262668,Family support,TRUE
555,Rogers Place,Park or reserve,Port Fairy,VIC,-38.3860586,142.24262668,Caravan support,TRUE
556,Martins Point Port Fairy,Park or reserve,Port Fairy,VIC,-38.390564,142.242916,24-hour access,TRUE
556,Martins Point Port Fairy,Park or reserve,Port Fairy,VIC,-38.390564,142.242916,Accessible access,TRUE
557,Woorndoo,Sporting facility,Woorndoo,VIC,-37.88552477,142.79742687,24-hour access,TRUE
557,Woorndoo,Sporting facility,Woorndoo,VIC,-37.88552477,142.79742687,Accessible access,TRUE
557,Woorndoo,Sporting facility,Woorndoo,VIC,-37.88552477,142.79742687,Family support,TRUE
559,Hopkins Falls,Park or reserve,Wangoom,VIC,-38.33245299,142.6179075,24-hour access,TRUE
559,Hopkins Falls,Park or reserve,Wangoom,VIC,-38.33245299,142.6179075,Family support,TRUE
560,Yambuk  Riverside Park,Park or reserve,Yambuk,VIC,-38.3145612,142.0640778,24-hour access,TRUE
560,Yambuk  Riverside Park,Park or reserve,Yambuk,VIC,-38.3145612,142.0640778,Accessible access,TRUE
561,Sunnyside Park,Park or reserve,Horsham,VIC,-36.71056568,142.21309308,24-hour access,TRUE
562,Dudley W Cornell Park,Park or reserve,Horsham,VIC,-36.70280682,142.20302161,24-hour access,TRUE
562,Dudley W Cornell Park,Park or reserve,Horsham,VIC,-36.70280682,142.20302161,Accessible access,TRUE
562,Dudley W Cornell Park,Park or reserve,Horsham,VIC,-36.70280682,142.20302161,Caravan support,TRUE
563,May Park,Park or reserve,Horsham,VIC,-36.71130244,142.19646136,24-hour access,TRUE
563,May Park,Park or reserve,Horsham,VIC,-36.71130244,142.19646136,Accessible access,TRUE
563,May Park,Park or reserve,Horsham,VIC,-36.71130244,142.19646136,Family support,TRUE
563,May Park,Park or reserve,Horsham,VIC,-36.71130244,142.19646136,Caravan support,TRUE
565,Bennett Road,Park or reserve,Horsham,VIC,-36.71764439,142.1876165,24-hour access,TRUE
566,Weir Park,Park or reserve,Horsham,VIC,-36.72952047,142.17617235,24-hour access,TRUE
566,Weir Park,Park or reserve,Horsham,VIC,-36.72952047,142.17617235,Accessible access,TRUE
566,Weir Park,Park or reserve,Horsham,VIC,-36.72952047,142.17617235,Caravan support,TRUE
567,Rowing Club,Sporting facility,Horsham,VIC,-36.72465599,142.19526264,24-hour access,TRUE
567,Rowing Club,Sporting facility,Horsham,VIC,-36.72465599,142.19526264,Accessible access,TRUE
567,Rowing Club,Sporting facility,Horsham,VIC,-36.72465599,142.19526264,Caravan support,TRUE
568,Horsham Sawyer Park,Park or reserve,Horsham,VIC,-36.72277882,142.200471,24-hour access,TRUE
568,Horsham Sawyer Park,Park or reserve,Horsham,VIC,-36.72277882,142.200471,Accessible access,TRUE
568,Horsham Sawyer Park,Park or reserve,Horsham,VIC,-36.72277882,142.200471,Caravan support,TRUE
569,Urban City Oval,Sporting facility,Horsham,VIC,-36.72081668,142.19987133,24-hour access,TRUE
569,Urban City Oval,Sporting facility,Horsham,VIC,-36.72081668,142.19987133,Caravan support,TRUE
571,Roberts Avenue,Shopping centre,Horsham,VIC,-36.71419673,142.20001225,24-hour access,TRUE
571,Roberts Avenue,Shopping centre,Horsham,VIC,-36.71419673,142.20001225,Accessible access,TRUE
571,Roberts Avenue,Shopping centre,Horsham,VIC,-36.71419673,142.20001225,Caravan support,TRUE
572,Horsham Town Hall,Car park,Horsham,VIC,-36.71582349,142.1983224,Accessible access,TRUE
573,Woolworths Car Park,Car park,Horsham,VIC,-36.71632701,142.19686005,24-hour access,TRUE
573,Woolworths Car Park,Car park,Horsham,VIC,-36.71632701,142.19686005,Accessible access,TRUE
574,Botanical Gardens,Park or reserve,Horsham,VIC,-36.72219622,142.1963926,24-hour access,TRUE
574,Botanical Gardens,Park or reserve,Horsham,VIC,-36.72219622,142.1963926,Accessible access,TRUE
576,Green Lake,Park or reserve,Bungalally,VIC,-36.78663191,142.2976003,24-hour access,TRUE
576,Green Lake,Park or reserve,Bungalally,VIC,-36.78663191,142.2976003,Accessible access,TRUE
577,Haven,Park or reserve,Haven,VIC,-36.756860090000004,142.19454839,24-hour access,TRUE
577,Haven,Park or reserve,Haven,VIC,-36.756860090000004,142.19454839,Family support,TRUE
577,Haven,Park or reserve,Haven,VIC,-36.756860090000004,142.19454839,Caravan support,TRUE
578,Natimuk,Park or reserve,Natimuk,VIC,-36.7421966,141.9388681,24-hour access,TRUE
578,Natimuk,Park or reserve,Natimuk,VIC,-36.7421966,141.9388681,Accessible access,TRUE
579,Jung North Road,Park or reserve,Jung,VIC,-36.60715237,142.36053806,24-hour access,TRUE
579,Jung North Road,Park or reserve,Jung,VIC,-36.60715237,142.36053806,Accessible access,TRUE
580,Quorn,Park or reserve,Quorn,SA,-32.34594926,138.04011199,24-hour access,TRUE
580,Quorn,Park or reserve,Quorn,SA,-32.34594926,138.04011199,Accessible access,TRUE
581,Hawker Blue Burt Park,Car park,Hawker,SA,-31.88776086,138.42094685,24-hour access,TRUE
581,Hawker Blue Burt Park,Car park,Hawker,SA,-31.88776086,138.42094685,Accessible access,TRUE
582,Hansen Street,Other,Myponga,SA,-35.39079943,138.462675,24-hour access,TRUE
583,Finnis Vale Drive,Other,Second Valley,SA,-35.5115829,138.2175344,24-hour access,TRUE
583,Finnis Vale Drive,Other,Second Valley,SA,-35.5115829,138.2175344,Accessible access,TRUE
584,Flinders Drive,Car park,Cape Jervis,SA,-35.6064603,138.0945348,24-hour access,TRUE
584,Flinders Drive,Car park,Cape Jervis,SA,-35.6064603,138.0945348,Accessible access,TRUE
585,Lot 100 Main South Road,Other,Delamere,SA,-35.57007779,138.197954,24-hour access,TRUE
585,Lot 100 Main South Road,Other,Delamere,SA,-35.57007779,138.197954,Accessible access,TRUE
585,Lot 100 Main South Road,Other,Delamere,SA,-35.57007779,138.197954,Family support,TRUE
587,Edwards Avenue,Other,Normanville,SA,-35.4468485,138.3191325,24-hour access,TRUE
587,Edwards Avenue,Other,Normanville,SA,-35.4468485,138.3191325,Accessible access,TRUE
587,Edwards Avenue,Other,Normanville,SA,-35.4468485,138.3191325,Caravan support,TRUE
588,Gold Coast Drive,Other,Carrickalinga,SA,-35.42583907,138.3216176,24-hour access,TRUE
589,Inman Valley Road,Other,Inman Valley,SA,-35.49402042,138.45820529,24-hour access,TRUE
590,Essington Lewis Drive,Other,Rapid Bay,SA,-35.52520127,138.1900831,24-hour access,TRUE
590,Essington Lewis Drive,Other,Rapid Bay,SA,-35.52520127,138.1900831,Accessible access,TRUE
591,Pingrup  Pavilion,Sporting facility,Pingrup,WA,-33.5339164,118.51755452,24-hour access,TRUE
591,Pingrup  Pavilion,Sporting facility,Pingrup,WA,-33.5339164,118.51755452,Accessible access,TRUE
592,Pingrup Town Hall,Other,Pingrup,WA,-33.5343985,118.508072,24-hour access,TRUE
592,Pingrup Town Hall,Other,Pingrup,WA,-33.5343985,118.508072,Accessible access,TRUE
595,Fig Tree Park,Other,Darlington Point,NSW,-34.56789648,146.0006098,24-hour access,TRUE
595,Fig Tree Park,Other,Darlington Point,NSW,-34.56789648,146.0006098,Accessible access,TRUE
596,CWA Park & Shire Hall Block,Sporting facility,Darlington Point,NSW,-34.57082581,145.9972977,Accessible access,TRUE
597,Lions Park,Park or reserve,Darlington Point,NSW,-34.56677936,146.00834955,24-hour access,TRUE
597,Lions Park,Park or reserve,Darlington Point,NSW,-34.56677936,146.00834955,Accessible access,TRUE
597,Lions Park,Park or reserve,Darlington Point,NSW,-34.56677936,146.00834955,Family support,TRUE
597,Lions Park,Park or reserve,Darlington Point,NSW,-34.56677936,146.00834955,Caravan support,TRUE
598,John McInnes Square,Park or reserve,Coleambally,NSW,-34.8066006,145.88060479,24-hour access,TRUE
598,John McInnes Square,Park or reserve,Coleambally,NSW,-34.8066006,145.88060479,Accessible access,TRUE
598,John McInnes Square,Park or reserve,Coleambally,NSW,-34.8066006,145.88060479,Family support,TRUE
598,John McInnes Square,Park or reserve,Coleambally,NSW,-34.8066006,145.88060479,Caravan support,TRUE
599,Lions Park,Park or reserve,Coleambally,NSW,-34.79747481,145.8793127,24-hour access,TRUE
599,Lions Park,Park or reserve,Coleambally,NSW,-34.79747481,145.8793127,Accessible access,TRUE
599,Lions Park,Park or reserve,Coleambally,NSW,-34.79747481,145.8793127,Caravan support,TRUE
600,O'Connell,Other,O'Connell,NSW,-33.53331001,149.7291664,24-hour access,TRUE
600,O'Connell,Other,O'Connell,NSW,-33.53331001,149.7291664,Accessible access,TRUE
602,Apex Park,Park or reserve,Oberon,NSW,-33.70309393,149.8469801,Accessible access,TRUE
603,Cook Park,Park or reserve,Oberon,NSW,-33.70383134,149.85657695,Accessible access,TRUE
603,Cook Park,Park or reserve,Oberon,NSW,-33.70383134,149.85657695,Family support,TRUE
605,McCoy Street,Other,Waikerie,SA,-34.18005814,139.9856786,Accessible access,TRUE
605,McCoy Street,Other,Waikerie,SA,-34.18005814,139.9856786,Family support,TRUE
606,Memorial Gardens,Park or reserve,Waikerie,SA,-34.18218994,139.98247982,24-hour access,TRUE
607,River Park,Park or reserve,Waikerie,SA,-34.17496146,139.9846733,24-hour access,TRUE
608,Waikerie District Visitor Information Centre,Other,Waikerie,SA,-34.18196205,139.986306,Accessible access,TRUE
610,Alawoona,Other,Alawoona,SA,-34.73629433,140.508983,24-hour access,TRUE
611,Paruna,Other,Paruna,SA,-34.71981973,140.72894096,24-hour access,TRUE
611,Paruna,Other,Paruna,SA,-34.71981973,140.72894096,Accessible access,TRUE
611,Paruna,Other,Paruna,SA,-34.71981973,140.72894096,Caravan support,TRUE
612,Moorook Recreation Area,Park or reserve,Moorook South,SA,-34.28943389,140.36817302,24-hour access,TRUE
612,Moorook Recreation Area,Park or reserve,Moorook South,SA,-34.28943389,140.36817302,Family support,TRUE
612,Moorook Recreation Area,Park or reserve,Moorook South,SA,-34.28943389,140.36817302,Caravan support,TRUE
613,Loxton Town - East Terrace,Other,Loxton,SA,-34.45148129,140.57017852,Accessible access,TRUE
614,Aquatic Club,Park or reserve,Loxton,SA,-34.4496862,140.56136333,24-hour access,TRUE
614,Aquatic Club,Park or reserve,Loxton,SA,-34.4496862,140.56136333,Accessible access,TRUE
614,Aquatic Club,Park or reserve,Loxton,SA,-34.4496862,140.56136333,Family support,TRUE
615,Lions Park,Park or reserve,Loxton,SA,-34.44815504,140.55104264,24-hour access,TRUE
615,Lions Park,Park or reserve,Loxton,SA,-34.44815504,140.55104264,Accessible access,TRUE
615,Lions Park,Park or reserve,Loxton,SA,-34.44815504,140.55104264,Family support,TRUE
616,Apex Park,Park or reserve,Loxton,SA,-34.44862205,140.5663336,24-hour access,TRUE
618,Kingston on Murray,Park or reserve,Kingston On Murray,SA,-34.22113769,140.34720779,24-hour access,TRUE
619,Hurstville Oval,Sporting facility,Hurstville,NSW,-33.96175986,151.09893011,Accessible access,TRUE
620,Oatley Park,Park or reserve,Oatley,NSW,-33.98058028,151.06278994,Accessible access,TRUE
620,Oatley Park,Park or reserve,Oatley,NSW,-33.98058028,151.06278994,Family support,TRUE
621,Oatley Park,Park or reserve,Oatley,NSW,-33.98285565,151.05930458,Caravan support,TRUE
622,Woodville Park,Park or reserve,Hurstville,NSW,-33.96561711,151.10859191,Accessible access,TRUE
624,Penshurst Park,Park or reserve,Penshurst,NSW,-33.96158137,151.08941994,Accessible access,TRUE
628,Bridge Street,Train station,Penshurst,NSW,-33.96604075,151.08909487,24-hour access,TRUE
631,Beverly Hills Park,Sporting facility,Beverly Hills,NSW,-33.94577921,151.08846093,Accessible access,TRUE
631,Beverly Hills Park,Sporting facility,Beverly Hills,NSW,-33.94577921,151.08846093,Family support,TRUE
631,Beverly Hills Park,Sporting facility,Beverly Hills,NSW,-33.94577921,151.08846093,Caravan support,TRUE
634,Olds Park 2,Park or reserve,Penshurst,NSW,-33.95950591,151.07388358,Accessible access,TRUE
638,Taylor Reserve,Park or reserve,Lugarno,NSW,-33.98739671,151.04758352,24-hour access,TRUE
640,Kempt Field,Park or reserve,Hurstville,NSW,-33.96724524,151.1120118,Accessible access,TRUE
640,Kempt Field,Park or reserve,Hurstville,NSW,-33.96724524,151.1120118,Family support,TRUE
641,Rasdall Park,Park or reserve,Narwee,NSW,-33.94945438,151.07367851,24-hour access,TRUE
645,Bexley North Library,Community building,Bexley North,NSW,-33.937984,151.1130821,Accessible access,TRUE
645,Bexley North Library,Community building,Bexley North,NSW,-33.937984,151.1130821,Family support,TRUE
646,Bexley Park,Sporting facility,Bexley,NSW,-33.95127864,151.11803066,Accessible access,TRUE
646,Bexley Park,Sporting facility,Bexley,NSW,-33.95127864,151.11803066,Family support,TRUE
647,Bexley Car Park,Car park,Bexley,NSW,-33.9505855,151.12575507,Accessible access,TRUE
653,Arncliffe Park,Park or reserve,Arncliffe,NSW,-33.93535215,151.14172954,Accessible access,TRUE
653,Arncliffe Park,Park or reserve,Arncliffe,NSW,-33.93535215,151.14172954,Family support,TRUE
653,Arncliffe Park,Park or reserve,Arncliffe,NSW,-33.93535215,151.14172954,Caravan support,TRUE
654,Cahill Park,Park or reserve,Wolli Creek,NSW,-33.9334353,151.1552958,Accessible access,TRUE
654,Cahill Park,Park or reserve,Wolli Creek,NSW,-33.9334353,151.1552958,Caravan support,TRUE
656,Firth Street,Other,Arncliffe,NSW,-33.9375691,151.14656693,Accessible access,TRUE
656,Firth Street,Other,Arncliffe,NSW,-33.9375691,151.14656693,Family support,TRUE
658,Boat Ramp,Park or reserve,Kyeemagh,NSW,-33.94669036,151.16225713,Accessible access,TRUE
658,Boat Ramp,Park or reserve,Kyeemagh,NSW,-33.94669036,151.16225713,Family support,TRUE
659,Cook Park Kyeemagh,Park or reserve,Kyeemagh,NSW,-33.95049948,151.16364783,Accessible access,TRUE
659,Cook Park Kyeemagh,Park or reserve,Kyeemagh,NSW,-33.95049948,151.16364783,Caravan support,TRUE
660,Cook Park,Park or reserve,Brighton-Le-Sands,NSW,-33.95802874,151.15817358,Accessible access,TRUE
660,Cook Park,Park or reserve,Brighton-Le-Sands,NSW,-33.95802874,151.15817358,Family support,TRUE
660,Cook Park,Park or reserve,Brighton-Le-Sands,NSW,-33.95802874,151.15817358,Caravan support,TRUE
661,Cook Park Grand Parade,Park or reserve,Brighton-Le-Sands,NSW,-33.96236651,151.15590101,Accessible access,TRUE
661,Cook Park Grand Parade,Park or reserve,Brighton-Le-Sands,NSW,-33.96236651,151.15590101,Family support,TRUE
661,Cook Park Grand Parade,Park or reserve,Brighton-Le-Sands,NSW,-33.96236651,151.15590101,Caravan support,TRUE
662,Kogarah Bicentennial Park,Park or reserve,Kogarah,NSW,-33.9629458,151.144549,Accessible access,TRUE
663,Stell Reserve Carlton Railway Station,Train station,Carlton,NSW,-33.96801308,151.12443208,Accessible access,TRUE
665,Cook Park Grand Parade opposite Solander Street,Car park,Monterey,NSW,-33.96941324,151.1527074,Accessible access,TRUE
665,Cook Park Grand Parade opposite Solander Street,Car park,Monterey,NSW,-33.96941324,151.1527074,Family support,TRUE
665,Cook Park Grand Parade opposite Solander Street,Car park,Monterey,NSW,-33.96941324,151.1527074,Caravan support,TRUE
669,Cook Park Grand Parade opposite Emmaline Street,Park or reserve,Monterey,NSW,-33.97983584,151.14955305,24-hour access,TRUE
669,Cook Park Grand Parade opposite Emmaline Street,Park or reserve,Monterey,NSW,-33.97983584,151.14955305,Accessible access,TRUE
669,Cook Park Grand Parade opposite Emmaline Street,Park or reserve,Monterey,NSW,-33.97983584,151.14955305,Family support,TRUE
670,Cook Park Grand Parade opposite Alice Street.,Food outlet,Sans Souci,NSW,-33.98947711,151.14692258,Accessible access,TRUE
670,Cook Park Grand Parade opposite Alice Street.,Food outlet,Sans Souci,NSW,-33.98947711,151.14692258,Family support,TRUE
675,Dolls Point,Park or reserve,Sandringham,NSW,-34.00143123,151.13960814,Accessible access,TRUE
675,Dolls Point,Park or reserve,Sandringham,NSW,-34.00143123,151.13960814,Family support,TRUE
676,Cook Park Grand Parade opposite Scarborough Street.,Park or reserve,Monterey,NSW,-33.97587411,151.1505878,Accessible access,TRUE
676,Cook Park Grand Parade opposite Scarborough Street.,Park or reserve,Monterey,NSW,-33.97587411,151.1505878,Family support,TRUE
676,Cook Park Grand Parade opposite Scarborough Street.,Park or reserve,Monterey,NSW,-33.97587411,151.1505878,Caravan support,TRUE
680,Jubilee Park,Park or reserve,Chinchilla,QLD,-26.74569132,150.6266863,24-hour access,TRUE
681,Queens Park,Park or reserve,Chinchilla,QLD,-26.74510388,150.6298944,24-hour access,TRUE
682,Chinchilla Cultural Centre,Other,Chinchilla,QLD,-26.74083387,150.6251273,Accessible access,TRUE
685,Skate Park,Sporting facility,Chinchilla,QLD,-26.73734024,150.62613522,24-hour access,TRUE
687,Middleton Park,Park or reserve,Chinchilla,QLD,-26.73545725,150.6411328,24-hour access,TRUE
688,Lions Park,Park or reserve,Chinchilla,QLD,-26.74274301,150.6197503,24-hour access,TRUE
690,Kogan Hall,Other,Kogan,QLD,-27.03694473,150.7571112,24-hour access,TRUE
690,Kogan Hall,Other,Kogan,QLD,-27.03694473,150.7571112,Accessible access,TRUE
691,Carpenter Rocks Memorial Wall,Park or reserve,Carpenter Rocks,SA,-37.91098341,140.3953989,Accessible access,TRUE
692,Carpenter Rocks 2,Park or reserve,Carpenter Rocks,SA,-37.91393675,140.39800622,Accessible access,TRUE
693,Blackfellows Caves,Park or reserve,Blackfellows Caves,SA,-37.94852481,140.4675437,24-hour access,TRUE
693,Blackfellows Caves,Park or reserve,Blackfellows Caves,SA,-37.94852481,140.4675437,Accessible access,TRUE
694,Nene Valley,Park or reserve,Nene Valley,SA,-37.98885179,140.51812514,24-hour access,TRUE
695,Tenterden Reserve,Park or reserve,Port Macdonnell,SA,-38.05709083,140.69429697,24-hour access,TRUE
696,Sea Parade,Park or reserve,Port Macdonnell,SA,-38.05477379,140.6998557,24-hour access,TRUE
696,Sea Parade,Park or reserve,Port Macdonnell,SA,-38.05477379,140.6998557,Accessible access,TRUE
699,Allendale East Soldiers Memorial Park,Sporting facility,Allendale East,SA,-38.00499634,140.7091836,24-hour access,TRUE
700,Mount Schank,Park or reserve,Mount Schank,SA,-37.94367074,140.73547308,24-hour access,TRUE
700,Mount Schank,Park or reserve,Mount Schank,SA,-37.94367074,140.73547308,Accessible access,TRUE
701,Kongorong,Sporting facility,Kongorong,SA,-37.90026014,140.56002498,24-hour access,TRUE
701,Kongorong,Sporting facility,Kongorong,SA,-37.90026014,140.56002498,Accessible access,TRUE
702,Donovans,Park or reserve,Donovans,SA,-38.01270742,140.9595834,24-hour access,TRUE
703,Donovans Landing,Park or reserve,Donovans,SA,-38.01169241,140.9605164,24-hour access,TRUE
703,Donovans Landing,Park or reserve,Donovans,SA,-38.01169241,140.9605164,Accessible access,TRUE
703,Donovans Landing,Park or reserve,Donovans,SA,-38.01169241,140.9605164,Caravan support,TRUE
704,Riddoch Highway,Park or reserve,Tarpeena,SA,-37.62682273,140.7966724,Accessible access,TRUE
704,Riddoch Highway,Park or reserve,Tarpeena,SA,-37.62682273,140.7966724,Caravan support,TRUE
705,Rotary Park,Park or reserve,Port Augusta West,SA,-32.48593655,137.7521118,Accessible access,TRUE
706,Lions Park,Park or reserve,Port Augusta,SA,-32.49941059,137.77656429,Accessible access,TRUE
710,Keith Jones Memorial Park,Park or reserve,Port Augusta,SA,-32.49897817,137.7790697,Accessible access,TRUE
711,Eastern Foreshore,Park or reserve,Port Augusta,SA,-32.48794441,137.76388477,24-hour access,TRUE
711,Eastern Foreshore,Park or reserve,Port Augusta,SA,-32.48794441,137.76388477,Accessible access,TRUE
711,Eastern Foreshore,Park or reserve,Port Augusta,SA,-32.48794441,137.76388477,Family support,TRUE
711,Eastern Foreshore,Park or reserve,Port Augusta,SA,-32.48794441,137.76388477,Caravan support,TRUE
713,Bird Lake,Other,Port Augusta,SA,-32.50870752,137.78842402,24-hour access,TRUE
713,Bird Lake,Other,Port Augusta,SA,-32.50870752,137.78842402,Accessible access,TRUE
714,Wadlata Outback Centre,Other,Port Augusta,SA,-32.49235441,137.76537718,Accessible access,TRUE
715,Port Augusta Civic Centre,Other,Port Augusta,SA,-32.49121876,137.7643157,Accessible access,TRUE
715,Port Augusta Civic Centre,Other,Port Augusta,SA,-32.49121876,137.7643157,Family support,TRUE
716,Barraba Lions Park Rest Area,Park or reserve,Barraba,NSW,-30.420871000000002,150.616427,24-hour access,TRUE
717,Queen Street Mall Area,Other,Barraba,NSW,-30.37964615,150.6108203,24-hour access,TRUE
717,Queen Street Mall Area,Other,Barraba,NSW,-30.37964615,150.6108203,Accessible access,TRUE
718,Rotary Park,Park or reserve,Barraba,NSW,-30.37674801,150.6102799,24-hour access,TRUE
719,Barraba Showground Lillis Lane,Park or reserve,Barraba,NSW,-30.3705764,150.60769673,24-hour access,TRUE
719,Barraba Showground Lillis Lane,Park or reserve,Barraba,NSW,-30.3705764,150.60769673,Family support,TRUE
722,Glenn Riddle Reserve,Camping ground,Red Hill,NSW,-30.450191,150.692629,24-hour access,TRUE
722,Glenn Riddle Reserve,Camping ground,Red Hill,NSW,-30.450191,150.692629,Accessible access,TRUE
