FacilityID,Name,FacilityType,Town,State,Latitude,Longitude,OpeningHours,Parking,ParkingAccessible,Accessible,BabyChange,BabyCareRoom,DumpPoint,Shower,DrinkingWater,MLAK24,PaymentRequired,Is_24_Hour
2366,Research Shops,Other,Research,VIC,-37.70403497,145.179611,OPEN: 24 hours,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2368,Research Park,Park or reserve,Research,VIC,-37.70230841,145.178079,OPEN: 24 hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2369,Kangaroo Ground Reserve,Park or reserve,Kangaroo Ground,VIC,-37.68823601,145.224765,OPEN: Daylight hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2370,Kangaroo Ground Tennis Pavilion,Sporting facility,Kangaroo Ground,VIC,-37.69065297,145.215497,OPEN: 24 hours,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2371,Panton Hill,Sporting facility,Panton Hill,VIC,-37.642453,145.239228,OPEN: 24 hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2372,Panton Hill Memorial Park,Park or reserve,Panton Hill,VIC,-37.64178501,145.241067,OPEN: Variable hours,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2373,St Andrews,Other,St Andrews,VIC,-37.605239,145.267599,OPEN: 24 hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2375,Fergusons Paddock,Other,Hurstbridge,VIC,-37.637251,145.193207,OPEN: 24 hours,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2377,Wattle Glen War Memorial Reserve,Sporting facility,Wattle Glen,VIC,-37.66041798,145.180036,OPEN: 24 hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2378,Phipps Crescent,Park or reserve,Diamond Creek,VIC,-37.67783904,145.163624,OPEN: 24 hours,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
